name,href,phone
"Сітако, ТОВ",http://koleso.ooo/,+380 95 066 66 06
"Сагекс, ТОВ",http://www.sagax.software/,
ChargaCard Inc.,http://chargacard.com,
"Алміс, ІЦ, ТОВ",http://almis.com.ua/,+380 (67) 400-65-14
Brander,http://brander.ua,
Artelogic,http://www.artelogic.net,+38 (067) 2007514
Iterasec,http://iterasec.com,
PNN Soft,http://pnnsoft.com,
Go interactive!,http://www.gointeractive.co,
"Крамтехцентр, НПП, ООО",http://kramtechcenter.com.ua,0505742018
Qmaro,http://qmaro.com/,0676136188
"НетЛС, ТОВ",http://netls.com.ua,+38 093 31 05 980
Comfy,http://work.comfy.ua,
"Кравченко Д.Ю., ФЛП",http://www.i.ua/,
Ein-des-ein.com,http://ein-des-ein.com/,+380676303443
Preis HR agency,http://preishragency.com.ua,+380673448524
Global Mind Associated,http://gmassociated.com/,+380934419515
BSG,http://www.bsg.world,
GG.BET,http://www.linkedin.com/company/gg-bet/,
Softindex LLC,http://softindex.com.ua/index.php/company/technology,(044) 228-49-90
MintyMint,http://mintymint.net,0932280242
K.I.S.S.,http://www.i.ua/,+13478577718
ITExpert,http://itexpert.work,
Boosta Inc,http://www.boosta.biz,
LetyShops,http://letyshops.com,(098) 612 72 46
Data Science UA,http://data-science-ua.com/,
Magnific Soft,http://www.magnificsoft.com/,
Evogence,http://www.evogence.com,0675370795
"ГІОЦ, КП (Головний інформаційно-обчислювальний центр Києва)",http://gioc.kyivcity.gov.ua/,044-366-81-00 (928
"ГІОЦ, КП (Головний інформаційно-обчислювальний центр Києва)",http://gioc.kyivcity.gov.ua/,044-366-81-00 (928
"ГІОЦ, КП (Головний інформаційно-обчислювальний центр Києва)",http://gioc.kyivcity.gov.ua/,044-366-81-00 (928
"ГІОЦ, КП (Головний інформаційно-обчислювальний центр Києва)",http://gioc.kyivcity.gov.ua/,044-366-81-00 (928
"ГІОЦ, КП (Головний інформаційно-обчислювальний центр Києва)",http://gioc.kyivcity.gov.ua/,044-366-81-00 (928
"Алатекс, ТОВ",http://www.i.ua/,067 846-83-46
Bliscore,http://bliscore.com/,+38 093 442 0965
"Укрексімбанк, АТ",http://www.eximb.com,
WhiteBIT,http://whitebit.com,
Alcor,http://alcor-bpo.com/,
Honeycomb Software,http://honeycombsoft.com/,+380962153402
NIX,http://www.nixsolutions.com/ua/,
CШ №316 (Киев),http://316shkola.kiev.ua,(044) 565-75-50
Redpix Production,http://red-pix.com,
Тріфіко,http://www.i.ua/,
"Академия Смарт, ООО",http://www.cmapt.com.ua,
MoApps,http://mo-apps.ua,
Kernel,http://www.kernel.ua,
"15А, гостевой дом",http://may.15a.com.ua,0666161868
"Левченко А.В., ФОП",http://vorotagroup.com,+380997116000
"Vivat, видавництво",http://vivat-book.com.ua,0504921730
"Українські бізнес технології, ТОВ",http://www.rbc.ua,
"Ай Ті Айджіті, ТОВ",http://yeti.capital/,+380977442482
Wondersign,http://www.wondersign.com,
Lime Systems,http://lime-systems.com,+38 044 359 06 99
EJaw,http://ejaw.net,+380631519268
Pixready,http://pixready.com/,
Sambora consulting,http://ssconsulting.com.ua,+380991247730
LittleQuest,http://www.i.ua/,
Національна суспільна телерадіокомпанія України,http://corp.suspilne.media/,(044) 294 97 20
"Амеда, клиника",http://ameda.com.ua,
"Будуємо Україну Разом, ГО",http://www.i.ua/,
Укртеплопостач,http://www.i.ua/,
МТБ Банк,http://www.mtb.ua,048 786-95-46
G7 Solution,http://www.i.ua/,
Гімназія № 172 (Нивки),http://www.gimn172.kiev.ua/,
CRM Studio,http://crm.studio,
"Салий А.Ю., ФЛП",http://www.i.ua/,
Голдблюм енд Партнерс,http://www.i.ua/,
SoftwareONE Ukraine,http://softwareone.com/uk-ua/,+380444995989
"КБ-Груп, ТОВ",http://www.i.ua/,
"Вакуленко А.О., ФОП",http://www.i.ua/,
Talent First,http://www.talent-first.net/,+380930399262
Житомирські Ентузіасти,http://zhytomyr.space,
UAWC Agency,http://uawc.agency/?utm_source=workua,
Національна суспільна телерадіокомпанія України,http://corp.suspilne.media/,(044) 294 97 20
White Sales,http://whitesales.ua/,
First,http://www.i.ua/,
Житомирські Ентузіасти,http://zhytomyr.space,
ModulSoft,http://modulsoft.ua/ua/,0673327694
"Пампам, ТОВ",http://pampamstudio.com/,
"Пампам, ТОВ",http://pampamstudio.com/,
Apartner.Pro,http://apartner.pro,
908,http://908.vc,380939367785
Maklai,http://maklai.com.ua/,
Міністерство фінансів України,http://www.mof.gov.ua/uk/,
Міністерство фінансів України,http://www.mof.gov.ua/uk/,
Depdiko,http://depdiko.com/,
SaM Solutions,http://www.sam-solutions.com,
Apollo Sound,http://www.apollosound.net/,
Apollo Sound,http://www.apollosound.net/,
TrafTeam,http://www.i.ua/,
Delrut,http://delrut.com,
"Акваріум, рекламне агентство, ПП",http://www.akvarium.pro,+380987275459
"Медстар Солюшенс, ООО",http://medstar.ua/,
Фрегат,http://fregat.com,
"Ей Джі Ер Груп, ТОВ",http://agr-holding.com/ua/pro-holding-2.html,
СЗШ №162 Святошинського району міста Києва,http://school162.wixsite.com/ukraine,
"Ай Ті Айджіті, ТОВ",http://yeti.capital/,+380977442482
Newsoft,http://newsoft-ns.com,+380732007922
Webeffect-Web & Apps,http://webeffect.co.il/,+972-54-494-5666
Newsoft,http://newsoft-ns.com,+380732007922
Арт Трейд Груп,http://art-trade.com.ua/,+38 (097) 179-40-55
Національна суспільна телерадіокомпанія України,http://corp.suspilne.media/,(044) 294 97 20
Вінницький гуманітарний ліцей №1 ім. М.І. Пирогова,http://sch1.vn.ua/,
Март,http://www.mart.com.ua,+380681087107
"Дніпродзержинський сталеливарний завод, ДП",http://www.dslz.biz,067 627 55 43
Armar Solutions,http://www.armar.solutions/,
Talent First,http://www.talent-first.net/,+380930399262
Ареон Консалтинг,http://areon.ua,
Nord-ost delicates,http://www.i.ua/,
ГКА Геймз Кволіті Юкрейн,http://www.i.ua/,
Phonexa,http://www.phonexa.com,
Business Evolution,http://bevol.com.ua,0352 52-19-46
Affica,http://www.i.ua/,
"Благомай, благотворительный фонд",http://charitymay.com,
Ano.digital,http://www.ano.digital/,+380 63 020 23 04
Vse Roste,http://vseroste.com.ua/,
DSR Project,http://www.i.ua/,+380631508944
Cleveroad Inc.,https://cleveroad.com,
SharpMinds UA,http://www.sharpminds.com/,+38 050 941 03 03
RubyPlay,http://rubyplay.com/,068-974-55-02
24Play,http://24play.games,
Камала Софт,http://kamala-soft.com,
Impax agency,http://www.i.ua/,
Transporeon,http://www.transporeon.com/en,(044) 585-5935
"Діаліт, ТОВ",http://dialit.ua/,
Be Tech,http://btbpm.com,
"Український Цифровий Консорціум, ТОВ",http://www.i.ua/,
Tesseris Pro,http://kvinivel.com/,
Raise.Band,http://raise.band/,
Polytech Software,http://polytech.software/,099.614.0106
Intellias,http://www.intellias.ua,
ITLab-Studio,http://itlab-studio.com,
Cpamatica,http://cpamatica.io,
ElectroTorg,http://electrotorg.biz.ua/,0686629667
ProIT медіа,http://www.i.ua/,
SoftSprint,http://softsprint.net,+380 98 681 90 92
Web Academy,http://web-academy.com.ua,
Evergreen,http://www.evergreens.com.ua,067 963-47-43
Tucha,http://tucha.ua,+380 44 583-5-583
Visual Craft Inc.,http://www.visual-craft.com,(063) 984 32 86
EliteCode,http://www.i.ua/,
BiznesLabs,http://biz24.online,0932236680
Sii Ukraine,http://sii.ua/,0675571205
HR Smart Agency,http://www.i.ua/,
MI Agency,https://instagram.com/mi___agency?utm_medium=copy_link,
Redwerk,http://redwerk.jobs,
JetOffice,http://www.jetoffice.org,
Вища школа адвокатури Національної асоціації адвокатів України,http://unba.org.ua/vsha,0955271528
"ГІОЦ, КП (Головний інформаційно-обчислювальний центр Києва)",http://gioc.kyivcity.gov.ua/,044-366-81-00 (928
Webpromo,http://www.web-promo.ua,+380981070248
"Кристал Телеком, ТОВ",http://www.crystal.in.ua,063 623 06 55
Мегатрейд,http://megatrade.ua,0667411068
Мегатрейд,http://megatrade.ua,0667411068
Мегатрейд,http://megatrade.ua,0667411068
COR Energy,http://www.i.ua/,
SaM Solutions,http://www.sam-solutions.com,
UAIThub,http://uaithub.com,
Adindex.ua,http://adindex.ua,
United Software Solutions,http://www.i.ua/,
Indeema Software Inc.,http://indeema.com/,
4Friends,http://www.4friendsplayrix.com/,
Boost Internet GmbH,http://www.boostinternet.de/,
Мегатрейд,http://megatrade.ua,0667411068
Apriorit,http://www.apriorit.com,+38098-160-88-90
Національна суспільна телерадіокомпанія України,http://corp.suspilne.media/,(044) 294 97 20
"Інкомс Груп, ТОВ",http://incomes-group.com/,
"Вірьовченко, ФОП",http://www.i.ua/,
"Natife, LLC",http://natife.com,+380954599278
OSKI solutions,http://oski.site/,+380634014035
Профікс,http://www.profix.com.ua,
Helpware,http://www.helpware.com/,
"Alliance for Public Health, ICF",http://aph.org.ua/en/home/,
"Центр первинної медико-санітарної допомоги №2, КНП",http://knpcpmsd2.itmed.org/,
"Пейсера Україна, ТОВ",https://paysera.com,
SEOFreelance,http://www.i.ua/,
"Будуємо Україну Разом, ГО",http://www.i.ua/,
Orbitrush,http://www.i.ua/,
Devtorium,http://devtorium.com/,
Kodershop,http://kodershop.com/,
Inforce,http://www.i.ua/,
Futurra Group,http://futurragroup.com/,
Amind,http://amind.ua,
Верамед Україна,http://www.veramed.co.uk/,
"Мед Инвест Груп, ООО",http://www.kds.ua,
Teleperformance Ukraine,http://ua.www.teleperformance.com,+38(093)4508074
Unilime,http://unilime.group/,+380 66 481 75 54
Covent IT,http://coventit.com/,
Solid Solutions,http://solid-sl.com,(093)0903021
"Кристал Телеком, ТОВ",http://www.crystal.in.ua,063 623 06 55
"Кристал Телеком, ТОВ",http://www.crystal.in.ua,063 623 06 55
Pushka Studios,http://pushkastudios.com/,
Preis HR agency,http://preishragency.com.ua,+380673448524
DA Apps,http://deeplink.agency,
DA Apps,http://deeplink.agency,
DA Apps,http://deeplink.agency,
Емис,http://www.i.ua/,
DA Apps,http://deeplink.agency,
Akit,http://akit.com.ua,0442337363
IT Step (Ivano-Frankivsk),http://www.i.ua/,
Intress Media,http://intressmedia.com/,+380 98 703 9233
Together Networks,http://www.togethernetworks.com,
Тенет,http://www.tenet.ua,(048)7305333
"Ениксан Украина, ООО",http://www.enixan.com,
Synapse Team,http://synapseteam.com,099-26-88-071
Interier,https://www.instagram.com/interiernik/,066-666-41-31
Recrutee,http://www.recrutee.com/,
Chaika Tech Inc,http://chaika.cc/,
Webcapitan,http://www.i.ua/,
Web Academy,http://web-academy.com.ua,
"Шумахер В.Ф., ФОП",http://www.alviservis.com.ua/,+380683440333
Preis HR agency,http://preishragency.com.ua,+380673448524
Virtual Managers,http://v-mg.com,
Ginko Visuals,http://ginkovis.com,+380677539572
U.A.Talent,http://www.talentofukraine.com/,
Artweb,http://www.i.ua/,
"TK, Law and SMM Agency",https://instagram.com/smm_agency_tk,
EmmasCredit s.r.o,http://creditgo.cz,
"Бінотел, ТОВ",http://binotel.ua,099 554 2033
Gameloft,http://www.gameloft.com,+380 73 092 63 48
Турум-бурум,http://turumburum.ua,
Softum,http://softum.io/,+38(063) 700 48 79
EvoPlay,http://evoplay.com,
EvoPlay,http://evoplay.com,
EvoPlay,http://evoplay.com,
